pair_id,src_ip,dst_ip,n_observations,dominant_period_s,acf_peak,acf_peak_lag,iat_cv,fft_period_s,fft_power_ratio,is_periodic,beacon_confidence,is_beacon_pair
192.168.1.151→52.241.123.10,192.168.1.151,52.241.123.10,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.151→52.30.169.56,192.168.1.151,52.30.169.56,10,0.0,0.0,0,1.2509,0.0,0.0,False,0.0,False
192.168.1.151→52.81.92.222,192.168.1.151,52.81.92.222,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.152→52.176.94.211,192.168.1.152,52.176.94.211,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.152→52.208.131.213,192.168.1.152,52.208.131.213,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.152→52.219.23.155,192.168.1.152,52.219.23.155,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.152→52.235.108.193,192.168.1.152,52.235.108.193,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.152→52.240.94.101,192.168.1.152,52.240.94.101,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.152→52.244.114.127,192.168.1.152,52.244.114.127,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.153→52.124.197.123,192.168.1.153,52.124.197.123,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.153→52.129.71.22,192.168.1.153,52.129.71.22,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.153→52.13.106.232,192.168.1.153,52.13.106.232,11,0.0,0.0,0,0.805,0.0,0.0,False,0.0,False
192.168.1.153→52.176.163.85,192.168.1.153,52.176.163.85,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.153→52.177.52.176,192.168.1.153,52.177.52.176,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.153→52.185.82.221,192.168.1.153,52.185.82.221,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.153→52.195.208.14,192.168.1.153,52.195.208.14,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.153→52.208.131.213,192.168.1.153,52.208.131.213,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.153→52.214.107.150,192.168.1.153,52.214.107.150,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.153→52.228.185.53,192.168.1.153,52.228.185.53,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.153→52.26.80.173,192.168.1.153,52.26.80.173,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.153→52.88.13.186,192.168.1.153,52.88.13.186,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.153→52.94.90.56,192.168.1.153,52.94.90.56,10,0.0,0.0,0,0.9144,0.0,0.0,False,0.0,False
192.168.1.153→52.95.236.200,192.168.1.153,52.95.236.200,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.154→52.180.116.96,192.168.1.154,52.180.116.96,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.154→52.235.62.247,192.168.1.154,52.235.62.247,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.154→52.43.87.64,192.168.1.154,52.43.87.64,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.154→52.62.161.110,192.168.1.154,52.62.161.110,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.154→52.8.0.126,192.168.1.154,52.8.0.126,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.154→52.8.74.82,192.168.1.154,52.8.74.82,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.105→52.244.114.127,10.0.1.105,52.244.114.127,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.154→52.97.123.59,192.168.1.154,52.97.123.59,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.155→52.121.235.85,192.168.1.155,52.121.235.85,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.155→52.185.82.221,192.168.1.155,52.185.82.221,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.155→52.214.107.150,192.168.1.155,52.214.107.150,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.155→52.29.3.76,192.168.1.155,52.29.3.76,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.155→52.35.45.71,192.168.1.155,52.35.45.71,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.156→52.107.17.86,192.168.1.156,52.107.17.86,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.156→52.200.13.94,192.168.1.156,52.200.13.94,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.156→52.21.247.25,192.168.1.156,52.21.247.25,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.156→52.216.254.66,192.168.1.156,52.216.254.66,11,0.0,0.0,0,1.1233,0.0,0.0,False,0.0,False
192.168.1.156→52.44.85.247,192.168.1.156,52.44.85.247,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.156→52.59.192.87,192.168.1.156,52.59.192.87,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.156→52.64.251.121,192.168.1.156,52.64.251.121,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.156→52.8.74.82,192.168.1.156,52.8.74.82,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.157→52.123.99.233,192.168.1.157,52.123.99.233,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.157→52.128.244.174,192.168.1.157,52.128.244.174,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.157→52.136.236.42,192.168.1.157,52.136.236.42,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.157→52.159.90.10,192.168.1.157,52.159.90.10,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.157→52.49.47.194,192.168.1.157,52.49.47.194,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.105→52.250.188.94,10.0.1.105,52.250.188.94,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.157→52.67.176.79,192.168.1.157,52.67.176.79,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.157→52.73.224.227,192.168.1.157,52.73.224.227,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.157→52.81.60.195,192.168.1.157,52.81.60.195,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.105→52.73.192.243,10.0.1.105,52.73.192.243,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.158→52.158.75.62,192.168.1.158,52.158.75.62,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.158→52.200.13.94,192.168.1.158,52.200.13.94,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.158→52.215.173.59,192.168.1.158,52.215.173.59,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.158→52.227.82.31,192.168.1.158,52.227.82.31,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.158→52.30.169.56,192.168.1.158,52.30.169.56,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.158→52.32.245.196,192.168.1.158,52.32.245.196,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.158→52.5.206.13,192.168.1.158,52.5.206.13,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.158→52.77.82.17,192.168.1.158,52.77.82.17,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.158→52.81.56.180,192.168.1.158,52.81.56.180,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.159→52.117.73.22,192.168.1.159,52.117.73.22,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.159→52.13.106.232,192.168.1.159,52.13.106.232,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.159→52.158.10.202,192.168.1.159,52.158.10.202,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.159→52.186.186.152,192.168.1.159,52.186.186.152,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.159→52.195.208.14,192.168.1.159,52.195.208.14,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.159→52.221.252.23,192.168.1.159,52.221.252.23,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.159→52.235.108.193,192.168.1.159,52.235.108.193,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.159→52.81.60.195,192.168.1.159,52.81.60.195,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.159→52.94.10.111,192.168.1.159,52.94.10.111,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.16→52.182.151.72,192.168.1.16,52.182.151.72,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.16→52.19.247.51,192.168.1.16,52.19.247.51,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.16→52.222.87.127,192.168.1.16,52.222.87.127,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.16→52.32.158.89,192.168.1.16,52.32.158.89,10,0.0,0.0,0,0.799,0.0,0.0,False,0.0,False
192.168.1.16→52.92.5.8,192.168.1.16,52.92.5.8,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.160→52.129.71.22,192.168.1.160,52.129.71.22,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.160→52.157.153.194,192.168.1.160,52.157.153.194,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.160→52.158.75.62,192.168.1.160,52.158.75.62,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.160→52.210.80.58,192.168.1.160,52.210.80.58,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.160→52.221.39.114,192.168.1.160,52.221.39.114,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.160→52.253.119.40,192.168.1.160,52.253.119.40,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.160→52.32.188.192,192.168.1.160,52.32.188.192,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.160→52.33.200.192,192.168.1.160,52.33.200.192,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.160→52.45.97.168,192.168.1.160,52.45.97.168,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.160→52.82.73.198,192.168.1.160,52.82.73.198,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.160→52.92.2.15,192.168.1.160,52.92.2.15,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.160→52.93.117.242,192.168.1.160,52.93.117.242,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.160→52.97.123.59,192.168.1.160,52.97.123.59,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.161→52.148.111.138,192.168.1.161,52.148.111.138,10,0.0,0.0,0,0.7286,0.0,0.0,False,0.0,False
192.168.1.161→52.158.75.62,192.168.1.161,52.158.75.62,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.161→52.163.245.96,192.168.1.161,52.163.245.96,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.161→52.165.62.22,192.168.1.161,52.165.62.22,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.161→52.177.52.176,192.168.1.161,52.177.52.176,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.161→52.227.82.31,192.168.1.161,52.227.82.31,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.161→52.253.119.40,192.168.1.161,52.253.119.40,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.161→52.32.188.192,192.168.1.161,52.32.188.192,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.161→52.39.184.95,192.168.1.161,52.39.184.95,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.161→52.53.67.60,192.168.1.161,52.53.67.60,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.161→52.8.74.82,192.168.1.161,52.8.74.82,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.161→52.93.78.128,192.168.1.161,52.93.78.128,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.161→52.96.85.229,192.168.1.161,52.96.85.229,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.162→52.117.191.81,192.168.1.162,52.117.191.81,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.162→52.140.174.236,192.168.1.162,52.140.174.236,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.162→52.140.245.52,192.168.1.162,52.140.245.52,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.162→52.143.146.240,192.168.1.162,52.143.146.240,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.162→52.221.252.23,192.168.1.162,52.221.252.23,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.162→52.235.117.1,192.168.1.162,52.235.117.1,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.162→52.252.240.238,192.168.1.162,52.252.240.238,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.162→52.39.184.95,192.168.1.162,52.39.184.95,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.162→52.81.92.222,192.168.1.162,52.81.92.222,11,0.0,0.0,0,0.7474,0.0,0.0,False,0.0,False
192.168.1.162→52.87.90.12,192.168.1.162,52.87.90.12,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.162→52.94.10.111,192.168.1.162,52.94.10.111,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.163→52.125.99.159,192.168.1.163,52.125.99.159,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.163→52.143.146.240,192.168.1.163,52.143.146.240,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.163→52.157.153.194,192.168.1.163,52.157.153.194,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.163→52.235.58.175,192.168.1.163,52.235.58.175,12,0.0,0.0,0,0.6724,0.0,0.0,False,0.0,False
10.0.1.105→52.81.56.180,10.0.1.105,52.81.56.180,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.164→52.13.106.232,192.168.1.164,52.13.106.232,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.164→52.31.1.167,192.168.1.164,52.31.1.167,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.164→52.46.218.32,192.168.1.164,52.46.218.32,13,0.0,0.0,0,0.7913,0.0,0.0,False,0.0,False
192.168.1.164→52.49.47.194,192.168.1.164,52.49.47.194,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.105→52.98.120.54,10.0.1.105,52.98.120.54,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.106→52.117.49.45,10.0.1.106,52.117.49.45,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.164→52.93.78.128,192.168.1.164,52.93.78.128,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.165→52.140.245.52,192.168.1.165,52.140.245.52,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.165→52.160.85.188,192.168.1.165,52.160.85.188,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.165→52.169.198.16,192.168.1.165,52.169.198.16,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.165→52.214.107.150,192.168.1.165,52.214.107.150,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.165→52.235.108.193,192.168.1.165,52.235.108.193,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.165→52.29.3.76,192.168.1.165,52.29.3.76,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.165→52.36.7.21,192.168.1.165,52.36.7.21,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.165→52.67.176.79,192.168.1.165,52.67.176.79,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.165→52.94.168.172,192.168.1.165,52.94.168.172,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.166→52.117.191.81,192.168.1.166,52.117.191.81,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.166→52.123.82.136,192.168.1.166,52.123.82.136,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.166→52.139.72.252,192.168.1.166,52.139.72.252,10,0.0,0.0,0,0.9027,0.0,0.0,False,0.0,False
192.168.1.166→52.30.172.174,192.168.1.166,52.30.172.174,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.166→52.74.193.127,192.168.1.166,52.74.193.127,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.166→52.75.141.226,192.168.1.166,52.75.141.226,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.166→52.94.10.111,192.168.1.166,52.94.10.111,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.167→52.136.236.42,192.168.1.167,52.136.236.42,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.167→52.140.174.236,192.168.1.167,52.140.174.236,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.167→52.159.90.10,192.168.1.167,52.159.90.10,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.167→52.204.28.79,192.168.1.167,52.204.28.79,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.167→52.236.48.89,192.168.1.167,52.236.48.89,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.167→52.74.193.127,192.168.1.167,52.74.193.127,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.167→52.8.0.126,192.168.1.167,52.8.0.126,12,0.0,0.0,0,1.3185,0.0,0.0,False,0.0,False
192.168.1.167→52.94.90.56,192.168.1.167,52.94.90.56,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.168→52.13.106.232,192.168.1.168,52.13.106.232,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.168→52.19.247.51,192.168.1.168,52.19.247.51,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.168→52.230.214.105,192.168.1.168,52.230.214.105,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.168→52.29.3.76,192.168.1.168,52.29.3.76,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.168→52.49.47.194,192.168.1.168,52.49.47.194,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.168→52.75.141.226,192.168.1.168,52.75.141.226,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.169→52.123.99.233,192.168.1.169,52.123.99.233,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.169→52.185.69.232,192.168.1.169,52.185.69.232,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.169→52.64.101.90,192.168.1.169,52.64.101.90,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.169→52.7.235.177,192.168.1.169,52.7.235.177,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.17→52.125.177.168,192.168.1.17,52.125.177.168,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.17→52.159.83.2,192.168.1.17,52.159.83.2,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.17→52.174.33.8,192.168.1.17,52.174.33.8,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.17→52.176.163.85,192.168.1.17,52.176.163.85,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.17→52.185.82.221,192.168.1.17,52.185.82.221,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.17→52.228.185.53,192.168.1.17,52.228.185.53,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.17→52.235.62.247,192.168.1.17,52.235.62.247,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.17→52.240.188.130,192.168.1.17,52.240.188.130,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.17→52.46.218.32,192.168.1.17,52.46.218.32,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.1.106→52.123.82.136,10.0.1.106,52.123.82.136,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.17→52.71.3.212,192.168.1.17,52.71.3.212,11,0.0,0.0,0,1.0655,0.0,0.0,False,0.0,False
192.168.1.17→52.75.67.202,192.168.1.17,52.75.67.202,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.17→52.87.90.12,192.168.1.17,52.87.90.12,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.17→52.92.5.8,192.168.1.17,52.92.5.8,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.170→52.0.241.24,192.168.1.170,52.0.241.24,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.170→52.167.244.25,192.168.1.170,52.167.244.25,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.170→52.19.247.51,192.168.1.170,52.19.247.51,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.170→52.220.176.136,192.168.1.170,52.220.176.136,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.170→52.30.172.174,192.168.1.170,52.30.172.174,10,0.0,0.0,0,0.9958,0.0,0.0,False,0.0,False
192.168.1.170→52.43.87.64,192.168.1.170,52.43.87.64,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.171→52.136.236.42,192.168.1.171,52.136.236.42,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.171→52.190.26.88,192.168.1.171,52.190.26.88,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.171→52.201.81.222,192.168.1.171,52.201.81.222,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.171→52.3.1.64,192.168.1.171,52.3.1.64,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.171→52.30.169.56,192.168.1.171,52.30.169.56,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.172→52.107.81.230,192.168.1.172,52.107.81.230,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.172→52.154.209.186,192.168.1.172,52.154.209.186,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.172→52.158.75.62,192.168.1.172,52.158.75.62,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.172→52.180.116.96,192.168.1.172,52.180.116.96,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.172→52.221.252.23,192.168.1.172,52.221.252.23,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.172→52.233.3.152,192.168.1.172,52.233.3.152,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.172→52.239.190.50,192.168.1.172,52.239.190.50,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.172→52.30.169.56,192.168.1.172,52.30.169.56,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.172→52.30.193.176,192.168.1.172,52.30.193.176,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.172→52.36.7.21,192.168.1.172,52.36.7.21,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.173→52.11.88.252,192.168.1.173,52.11.88.252,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.173→52.125.177.168,192.168.1.173,52.125.177.168,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.173→52.146.179.54,192.168.1.173,52.146.179.54,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.173→52.21.162.44,192.168.1.173,52.21.162.44,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.173→52.30.172.174,192.168.1.173,52.30.172.174,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.173→52.34.104.238,192.168.1.173,52.34.104.238,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.173→52.57.86.157,192.168.1.173,52.57.86.157,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.173→52.64.101.90,192.168.1.173,52.64.101.90,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.174→52.10.55.130,192.168.1.174,52.10.55.130,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.174→52.107.17.86,192.168.1.174,52.107.17.86,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.174→52.117.49.45,192.168.1.174,52.117.49.45,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.174→52.155.94.39,192.168.1.174,52.155.94.39,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.174→52.156.105.203,192.168.1.174,52.156.105.203,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.174→52.163.173.65,192.168.1.174,52.163.173.65,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.174→52.192.221.104,192.168.1.174,52.192.221.104,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.174→52.21.223.241,192.168.1.174,52.21.223.241,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.174→52.235.58.175,192.168.1.174,52.235.58.175,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.174→52.35.45.71,192.168.1.174,52.35.45.71,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.174→52.48.103.109,192.168.1.174,52.48.103.109,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.175→52.11.88.252,192.168.1.175,52.11.88.252,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.175→52.21.247.25,192.168.1.175,52.21.247.25,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.175→52.220.176.136,192.168.1.175,52.220.176.136,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.175→52.46.218.32,192.168.1.175,52.46.218.32,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.175→52.64.251.121,192.168.1.175,52.64.251.121,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.175→52.73.192.243,192.168.1.175,52.73.192.243,11,0.0,0.0,0,0.7563,0.0,0.0,False,0.0,False
192.168.1.175→52.76.232.41,192.168.1.175,52.76.232.41,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.175→52.94.168.172,192.168.1.175,52.94.168.172,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.176→52.107.81.230,192.168.1.176,52.107.81.230,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.176→52.117.73.22,192.168.1.176,52.117.73.22,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.176→52.125.99.159,192.168.1.176,52.125.99.159,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.176→52.134.84.162,192.168.1.176,52.134.84.162,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
192.168.1.176→52.188.223.168,192.168.1.176,52.188.223.168,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
