pair_id,src_ip,dst_ip,flow_count,beacon_confidence,duration_std,uncommon_port_hits,avg_total_bytes,off_hour_connections,priority_score
10.0.2.238→52.140.245.52,10.0.2.238,52.140.245.52,3,0.0,2.1215,1,59955.0,0,1
10.0.2.24→52.94.90.56,10.0.2.24,52.94.90.56,3,0.0,10.1726,1,12994.33,0,1
10.0.2.24→52.77.82.17,10.0.2.24,52.77.82.17,3,0.0,1.9973,3,10393.33,0,1
10.0.2.24→52.57.86.157,10.0.2.24,52.57.86.157,3,0.0,6.152,2,25902.33,0,1
10.0.2.223→52.201.81.222,10.0.2.223,52.201.81.222,3,0.0,4.3204,3,32236.0,0,1
10.0.2.223→52.171.189.219,10.0.2.223,52.171.189.219,3,0.0,3.2716,1,34469.67,0,1
192.168.1.217→52.146.179.54,192.168.1.217,52.146.179.54,3,0.0,11.1578,3,52957.0,0,1
192.168.1.215→52.67.176.79,192.168.1.215,52.67.176.79,7,0.0,12.8476,4,29150.0,0,1
192.168.1.215→52.221.252.23,192.168.1.215,52.221.252.23,7,0.0,2.9722,3,21510.14,0,1
192.168.1.215→52.210.80.58,192.168.1.215,52.210.80.58,3,0.0,0.5732,3,5387.67,0,1
10.0.2.226→52.224.115.122,10.0.2.226,52.224.115.122,3,0.0,5.0237,1,10402.0,0,1
10.0.2.226→52.174.33.8,10.0.2.226,52.174.33.8,3,0.0,1.7201,3,47039.67,0,1
10.0.2.228→52.50.76.131,10.0.2.228,52.50.76.131,4,0.0,0.9691,3,20662.25,0,1
10.0.2.226→52.76.232.41,10.0.2.226,52.76.232.41,3,0.0,0.7736,2,12478.0,0,1
10.0.2.226→52.75.141.226,10.0.2.226,52.75.141.226,3,0.0,1.8011,3,34554.33,0,1
10.0.2.226→52.29.3.76,10.0.2.226,52.29.3.76,3,0.0,5.2402,1,9488.0,0,1
10.0.2.230→52.45.97.168,10.0.2.230,52.45.97.168,3,0.0,32.6563,2,5461.33,0,1
10.0.2.23→52.98.120.54,10.0.2.23,52.98.120.54,3,0.0,4.3112,3,19990.0,0,1
10.0.2.229→52.220.176.136,10.0.2.229,52.220.176.136,3,0.0,1.1786,2,19232.67,0,1
10.0.2.231→52.80.175.120,10.0.2.231,52.80.175.120,3,0.0,29.545,3,6266.33,0,1
10.0.2.216→52.157.153.194,10.0.2.216,52.157.153.194,3,0.0,1.8338,1,10696.0,0,1
10.0.2.216→52.154.51.29,10.0.2.216,52.154.51.29,3,0.0,6.3736,3,13908.0,0,1
192.168.1.219→52.160.200.17,192.168.1.219,52.160.200.17,3,0.0,4.7082,3,17318.67,0,1
192.168.1.218→52.210.80.58,192.168.1.218,52.210.80.58,4,0.0,3.8075,2,3873.0,0,1
192.168.1.217→52.32.245.196,192.168.1.217,52.32.245.196,3,0.0,0.6527,2,2861.67,0,1
10.0.2.218→52.81.92.222,10.0.2.218,52.81.92.222,3,0.0,4.5224,2,6813.67,0,1
10.0.2.218→52.216.227.179,10.0.2.218,52.216.227.179,3,0.0,1.5047,2,34677.0,0,1
10.0.2.218→52.158.10.202,10.0.2.218,52.158.10.202,4,0.0,1.946,1,18566.25,0,1
10.0.2.220→52.221.39.114,10.0.2.220,52.221.39.114,4,0.0,2.0726,3,8280.5,0,1
10.0.2.22→52.233.3.152,10.0.2.22,52.233.3.152,3,0.0,0.5243,2,33359.33,0,1
10.0.2.22→52.182.151.72,10.0.2.22,52.182.151.72,4,0.0,3.97,2,9832.0,0,1
10.0.2.221→52.7.235.177,10.0.2.221,52.7.235.177,3,0.0,1.0821,2,2979.33,0,1
10.0.2.220→52.92.5.8,10.0.2.220,52.92.5.8,3,0.0,1.0457,2,28051.0,0,1
10.0.2.224→52.219.227.101,10.0.2.224,52.219.227.101,4,0.0,2.9944,3,11018.5,0,1
10.0.2.210→52.92.2.15,10.0.2.210,52.92.2.15,3,0.0,0.7894,3,9174.67,0,1
10.0.2.210→52.235.58.175,10.0.2.210,52.235.58.175,3,0.0,0.9821,0,4491.0,1,1
192.168.1.221→52.220.176.136,192.168.1.221,52.220.176.136,3,0.0,4.3108,2,14043.33,0,1
192.168.1.221→52.195.208.14,192.168.1.221,52.195.208.14,3,0.0,1.1586,2,12220.67,0,1
192.168.1.221→52.185.82.221,192.168.1.221,52.185.82.221,3,0.0,3.5163,3,8531.0,0,1
192.168.1.221→52.117.191.81,192.168.1.221,52.117.191.81,3,0.0,14.0188,1,9780.67,0,1
192.168.1.221→52.0.241.24,192.168.1.221,52.0.241.24,3,0.0,1.5328,0,7133.0,2,1
192.168.1.22→52.94.90.56,192.168.1.22,52.94.90.56,3,0.0,3.0027,3,40710.0,0,1
10.0.2.212→52.174.33.8,10.0.2.212,52.174.33.8,3,0.0,8.8262,3,29616.67,0,1
10.0.2.214→52.188.223.168,10.0.2.214,52.188.223.168,3,0.0,1.1553,2,16081.0,0,1
10.0.2.214→52.180.116.96,10.0.2.214,52.180.116.96,3,0.0,4.706,3,12846.0,0,1
10.0.2.214→52.165.62.22,10.0.2.214,52.165.62.22,3,0.0,6.997,2,22848.67,0,1
10.0.2.215→52.216.227.179,10.0.2.215,52.216.227.179,3,0.0,4.1785,3,10263.0,0,1
10.0.2.217→52.162.2.26,10.0.2.217,52.162.2.26,3,0.0,0.8713,2,17213.33,0,1
10.0.2.216→52.8.0.126,10.0.2.216,52.8.0.126,3,0.0,4.6477,3,30363.33,0,1
10.0.2.216→52.200.13.94,10.0.2.216,52.200.13.94,3,0.0,1.4447,2,20206.67,0,1
10.0.2.206→52.7.235.177,10.0.2.206,52.7.235.177,4,0.0,0.5924,2,27416.75,0,1
10.0.2.206→52.153.75.156,10.0.2.206,52.153.75.156,8,0.0,3.5312,3,27036.75,0,1
192.168.1.222→52.43.87.64,192.168.1.222,52.43.87.64,3,0.0,0.7102,1,25477.33,0,1
192.168.1.222→52.32.188.192,192.168.1.222,52.32.188.192,3,0.0,2.2935,1,10825.67,0,1
192.168.1.221→52.233.49.105,192.168.1.221,52.233.49.105,3,0.0,1.5575,3,52653.67,0,1
10.0.2.208→52.92.5.8,10.0.2.208,52.92.5.8,4,0.0,1.8526,0,13131.5,1,1
10.0.2.208→52.10.55.130,10.0.2.208,52.10.55.130,7,0.0,0.8491,2,20579.57,0,1
10.0.2.207→52.75.67.202,10.0.2.207,52.75.67.202,3,0.0,0.5554,1,11885.67,0,1
10.0.2.207→52.73.192.243,10.0.2.207,52.73.192.243,3,0.0,2.9833,2,11938.0,0,1
10.0.2.207→52.185.69.232,10.0.2.207,52.185.69.232,3,0.0,3.4149,0,13981.33,3,1
10.0.2.210→52.154.209.186,10.0.2.210,52.154.209.186,3,0.0,1.9774,3,50113.33,0,1
10.0.2.209→52.64.101.90,10.0.2.209,52.64.101.90,3,0.0,1.3927,1,23859.67,0,1
10.0.2.209→52.1.72.72,10.0.2.209,52.1.72.72,3,0.0,7.5249,2,14479.67,0,1
10.0.2.211→52.96.212.92,10.0.2.211,52.96.212.92,3,0.0,7.9861,3,3343.33,0,1
10.0.2.211→52.230.214.105,10.0.2.211,52.230.214.105,3,0.0,2.4685,1,5873.0,0,1
10.0.2.211→52.192.221.104,10.0.2.211,52.192.221.104,3,0.0,0.5952,2,4030.0,0,1
10.0.2.2→52.192.87.108,10.0.2.2,52.192.87.108,4,0.0,0.5408,3,17271.0,0,1
10.0.2.2→52.158.75.62,10.0.2.2,52.158.75.62,3,0.0,6.516,2,17962.0,0,1
10.0.2.199→52.236.48.89,10.0.2.199,52.236.48.89,3,0.0,3.1874,3,3884.67,0,1
192.168.1.225→52.128.244.174,192.168.1.225,52.128.244.174,3,0.0,3.4983,0,14991.33,1,1
192.168.1.224→52.67.61.32,192.168.1.224,52.67.61.32,3,0.0,5.4546,2,27094.0,0,1
192.168.1.224→52.200.13.94,192.168.1.224,52.200.13.94,3,0.0,19.7335,2,51294.67,0,1
192.168.1.223→52.91.195.142,192.168.1.223,52.91.195.142,4,0.0,0.9186,4,8788.0,0,1
192.168.1.223→52.88.101.137,192.168.1.223,52.88.101.137,3,0.0,1.8014,3,19307.0,0,1
192.168.1.223→52.82.59.7,192.168.1.223,52.82.59.7,3,0.0,1.3384,1,24574.67,0,1
10.0.2.200→52.240.94.101,10.0.2.200,52.240.94.101,3,0.0,6.1409,2,7231.33,0,1
10.0.2.20→52.76.232.41,10.0.2.20,52.76.232.41,3,0.0,8.6387,1,13457.0,0,1
10.0.2.202→52.92.2.15,10.0.2.202,52.92.2.15,3,0.0,6.4005,2,14618.67,0,1
10.0.2.201→52.80.175.120,10.0.2.201,52.80.175.120,4,0.0,16.9818,3,21980.75,0,1
10.0.2.205→52.156.105.203,10.0.2.205,52.156.105.203,5,0.0,8.3163,4,35234.6,0,1
10.0.2.204→52.67.176.79,10.0.2.204,52.67.176.79,3,0.0,3.1877,2,27996.33,0,1
10.0.2.207→52.159.83.2,10.0.2.207,52.159.83.2,3,0.0,0.515,2,8087.67,0,1
10.0.2.196→52.107.17.86,10.0.2.196,52.107.17.86,3,0.0,2.1341,2,44163.33,0,1
10.0.2.195→52.186.186.152,10.0.2.195,52.186.186.152,3,0.0,1.0905,2,24225.0,0,1
10.0.2.195→52.162.2.26,10.0.2.195,52.162.2.26,3,0.0,1.264,2,17328.67,0,1
10.0.2.194→52.140.174.236,10.0.2.194,52.140.174.236,3,0.0,0.9251,1,4988.67,0,1
192.168.1.226→52.57.86.157,192.168.1.226,52.57.86.157,3,0.0,1.1069,0,38965.0,3,1
192.168.1.226→52.3.1.64,192.168.1.226,52.3.1.64,3,0.0,3.9366,2,4948.0,0,1
192.168.1.226→52.140.174.236,192.168.1.226,52.140.174.236,4,0.0,0.6109,2,2991.25,0,1
192.168.1.225→52.43.170.188,192.168.1.225,52.43.170.188,6,0.0,4.7117,3,37185.67,0,1
10.0.2.197→52.38.211.174,10.0.2.197,52.38.211.174,4,0.0,0.5549,1,44195.25,0,1
10.0.2.197→52.240.188.130,10.0.2.197,52.240.188.130,3,0.0,3.1621,1,41667.67,0,1
10.0.2.197→52.108.42.151,10.0.2.197,52.108.42.151,3,0.0,1.0023,3,45653.67,0,1
10.0.2.198→52.88.13.186,10.0.2.198,52.88.13.186,3,0.0,15.0206,2,36940.67,0,1
10.0.2.198→52.158.75.62,10.0.2.198,52.158.75.62,3,0.0,2.2124,1,34830.67,0,1
10.0.2.20→52.74.84.106,10.0.2.20,52.74.84.106,3,0.0,4.2991,0,3282.33,2,1
10.0.2.2→52.60.11.135,10.0.2.2,52.60.11.135,3,0.0,3.9651,3,51004.67,0,1
10.0.2.2→52.239.190.50,10.0.2.2,52.239.190.50,3,0.0,0.9577,2,8537.33,0,1
10.0.2.188→52.166.83.171,10.0.2.188,52.166.83.171,3,0.0,12.5701,2,7251.0,0,1
192.168.1.229→52.18.241.144,192.168.1.229,52.18.241.144,3,0.0,3.0087,1,3850.67,0,1
192.168.1.228→52.81.92.222,192.168.1.228,52.81.92.222,4,0.0,1.2766,4,4933.75,0,1
192.168.1.228→52.210.80.58,192.168.1.228,52.210.80.58,6,0.0,8.1778,2,15491.33,0,1
192.168.1.227→52.5.206.13,192.168.1.227,52.5.206.13,7,0.0,15.1868,6,40141.0,0,1
10.0.2.189→52.64.251.121,10.0.2.189,52.64.251.121,3,0.0,2.1405,3,27922.33,0,1
10.0.2.189→52.31.1.167,10.0.2.189,52.31.1.167,3,0.0,0.8793,1,22982.0,0,1
10.0.2.191→52.224.115.122,10.0.2.191,52.224.115.122,3,0.0,4.7718,2,15971.0,0,1
10.0.2.191→52.182.151.72,10.0.2.191,52.182.151.72,3,0.0,9.8536,1,7866.0,0,1
10.0.2.193→52.73.224.227,10.0.2.193,52.73.224.227,3,0.0,3.3091,3,8738.0,0,1
10.0.2.193→52.117.191.81,10.0.2.193,52.117.191.81,3,0.0,4.7527,2,8189.67,0,1
10.0.2.192→52.185.82.221,10.0.2.192,52.185.82.221,3,0.0,5.5776,3,18738.0,0,1
10.0.2.192→52.171.189.219,10.0.2.192,52.171.189.219,3,0.0,4.6021,3,6607.33,0,1
10.0.2.196→52.216.227.179,10.0.2.196,52.216.227.179,4,0.0,2.3236,4,21222.75,0,1
10.0.2.196→52.159.83.2,10.0.2.196,52.159.83.2,3,0.0,8.9001,0,16394.0,2,1
10.0.2.181→52.64.101.90,10.0.2.181,52.64.101.90,3,0.0,14.3714,0,32970.33,3,1
192.168.1.23→52.30.193.176,192.168.1.23,52.30.193.176,3,0.0,0.5307,3,21237.33,0,1
192.168.1.23→52.233.49.105,192.168.1.23,52.233.49.105,5,0.0,4.199,4,11682.6,0,1
192.168.1.229→52.8.0.126,192.168.1.229,52.8.0.126,3,0.0,1.2476,0,2331.0,3,1
192.168.1.229→52.59.192.87,192.168.1.229,52.59.192.87,3,0.0,7.1267,1,23166.33,0,1
10.0.2.185→52.214.107.150,10.0.2.185,52.214.107.150,4,0.0,10.4973,3,34885.5,0,1
10.0.2.185→52.158.10.202,10.0.2.185,52.158.10.202,7,0.0,0.8008,6,5040.43,0,1
10.0.2.184→52.67.61.32,10.0.2.184,52.67.61.32,3,0.0,2.5795,1,9603.0,0,1
10.0.2.184→52.143.143.211,10.0.2.184,52.143.143.211,3,0.0,1.699,2,8658.33,0,1
10.0.2.186→52.250.188.94,10.0.2.186,52.250.188.94,3,0.0,3.1702,2,13895.33,0,1
10.0.2.186→52.219.227.101,10.0.2.186,52.219.227.101,3,0.0,2.6504,1,1987.33,0,1
10.0.2.185→52.88.101.137,10.0.2.185,52.88.101.137,6,0.0,8.3737,4,34588.0,0,1
10.0.2.185→52.80.175.120,10.0.2.185,52.80.175.120,3,0.0,0.8585,2,18487.0,0,1
10.0.2.188→52.53.67.60,10.0.2.188,52.53.67.60,3,0.0,6.9903,3,27434.67,0,1
10.0.2.188→52.201.72.99,10.0.2.188,52.201.72.99,3,0.0,2.3954,2,11127.33,0,1
10.0.2.188→52.176.163.85,10.0.2.188,52.176.163.85,4,0.0,3.5662,2,8949.0,0,1
10.0.2.176→52.38.211.174,10.0.2.176,52.38.211.174,3,0.0,4.9225,1,13012.67,0,1
192.168.1.231→52.204.28.79,192.168.1.231,52.204.28.79,3,0.0,3.0375,2,8917.67,0,1
192.168.1.231→52.117.49.45,192.168.1.231,52.117.49.45,4,0.0,43.4618,3,22685.75,0,1
192.168.1.230→52.97.123.59,192.168.1.230,52.97.123.59,3,0.0,9.5728,2,24836.67,0,1
192.168.1.230→52.21.223.241,192.168.1.230,52.21.223.241,3,0.0,1.7125,2,37883.33,0,1
192.168.1.230→52.182.151.72,192.168.1.230,52.182.151.72,3,0.0,0.8843,3,22224.67,0,1
10.0.2.179→52.48.103.109,10.0.2.179,52.48.103.109,3,0.0,1.64,2,6643.33,0,1
10.0.2.179→52.201.81.222,10.0.2.179,52.201.81.222,3,0.0,0.6251,2,7917.33,0,1
10.0.2.178→52.241.123.10,10.0.2.178,52.241.123.10,3,0.0,1.1572,2,12595.33,0,1
10.0.2.178→52.220.176.136,10.0.2.178,52.220.176.136,3,0.0,4.845,3,15262.33,0,1
10.0.2.178→52.185.82.221,10.0.2.178,52.185.82.221,3,0.0,11.7374,0,9854.33,3,1
10.0.2.180→52.57.86.157,10.0.2.180,52.57.86.157,3,0.0,1.8447,0,10463.0,1,1
10.0.2.18→52.240.150.150,10.0.2.18,52.240.150.150,3,0.0,5.4076,2,18962.0,0,1
10.0.2.183→52.28.159.175,10.0.2.183,52.28.159.175,3,0.0,4.0476,1,29724.33,0,1
10.0.2.183→52.123.99.233,10.0.2.183,52.123.99.233,3,0.0,2.111,3,7783.0,0,1
10.0.2.172→52.124.197.123,10.0.2.172,52.124.197.123,3,0.0,1.7029,3,6154.67,0,1
10.0.2.171→52.75.141.226,10.0.2.171,52.75.141.226,3,0.0,17.1142,2,2411.67,0,1
10.0.2.171→52.11.88.252,10.0.2.171,52.11.88.252,3,0.0,1.1636,1,24052.0,0,1
192.168.1.234→52.233.49.105,192.168.1.234,52.233.49.105,3,0.0,9.2174,3,15270.0,0,1
192.168.1.233→52.208.131.213,192.168.1.233,52.208.131.213,3,0.0,0.3457,0,55325.67,0,1
192.168.1.231→52.88.13.186,192.168.1.231,52.88.13.186,3,0.0,0.5473,3,10635.0,0,1
10.0.2.174→52.94.90.56,10.0.2.174,52.94.90.56,5,0.0,8.2975,4,11836.4,0,1
10.0.2.173→52.93.78.128,10.0.2.173,52.93.78.128,3,0.0,2.35,0,4211.67,1,1
10.0.2.173→52.252.240.238,10.0.2.173,52.252.240.238,3,0.0,10.7816,1,2016.0,0,1
10.0.2.173→52.174.33.8,10.0.2.173,52.174.33.8,4,0.0,0.696,3,40256.75,0,1
10.0.2.176→52.240.94.101,10.0.2.176,52.240.94.101,4,0.0,0.7241,2,37995.0,0,1
10.0.2.178→52.138.139.18,10.0.2.178,52.138.139.18,3,0.0,1.644,2,10851.67,0,1
10.0.2.177→52.176.163.85,10.0.2.177,52.176.163.85,3,0.0,2.9378,3,34334.33,0,1
10.0.2.176→52.57.189.101,10.0.2.176,52.57.189.101,3,0.0,10.7727,3,5479.0,0,1
10.0.2.162→52.233.3.152,10.0.2.162,52.233.3.152,3,0.0,1.2601,0,265272.67,0,1
10.0.2.162→52.215.173.59,10.0.2.162,52.215.173.59,3,0.0,2.5065,1,21226.67,0,1
10.0.2.162→52.166.83.171,10.0.2.162,52.166.83.171,8,0.0,1.8622,4,14530.12,0,1
10.0.2.164→52.94.10.111,10.0.2.164,52.94.10.111,3,0.0,1.5413,2,4585.0,0,1
10.0.2.164→52.222.87.127,10.0.2.164,52.222.87.127,4,0.0,2.0881,1,28904.25,0,1
10.0.2.164→52.221.39.114,10.0.2.164,52.221.39.114,3,0.0,5.1924,3,11008.0,0,1
10.0.2.164→52.210.193.207,10.0.2.164,52.210.193.207,3,0.0,2.0587,3,4308.67,0,1
10.0.2.17→52.0.254.206,10.0.2.17,52.0.254.206,3,0.0,5.5332,2,8717.0,0,1
10.0.2.169→52.21.247.25,10.0.2.169,52.21.247.25,6,0.0,31.1572,4,33091.83,0,1
10.0.2.167→52.73.224.227,10.0.2.167,52.73.224.227,3,0.0,4.5876,2,52250.67,0,1
10.0.2.170→52.94.90.56,10.0.2.170,52.94.90.56,4,0.0,0.8612,1,6067.25,0,1
10.0.2.170→52.94.10.111,10.0.2.170,52.94.10.111,4,0.0,1.4105,4,16134.0,0,1
10.0.2.170→52.166.83.171,10.0.2.170,52.166.83.171,3,0.0,0.6128,2,37976.33,0,1
10.0.2.172→52.222.87.127,10.0.2.172,52.222.87.127,3,0.0,5.1499,3,13158.67,0,1
10.0.2.172→52.192.221.104,10.0.2.172,52.192.221.104,4,0.0,2.6733,3,8273.25,0,1
10.0.2.156→52.227.82.31,10.0.2.156,52.227.82.31,4,0.0,14.5869,2,26008.75,0,1
192.168.1.239→52.128.244.174,192.168.1.239,52.128.244.174,3,0.0,3.8076,2,55669.33,0,1
192.168.1.238→52.235.108.193,192.168.1.238,52.235.108.193,3,0.0,22.4717,2,17136.67,0,1
192.168.1.238→52.140.245.52,192.168.1.238,52.140.245.52,3,0.0,0.5438,2,33696.0,0,1
192.168.1.236→52.97.123.59,192.168.1.236,52.97.123.59,3,0.0,1.5023,1,31212.67,0,1
10.0.2.159→52.3.1.64,10.0.2.159,52.3.1.64,3,0.0,0.8229,3,14693.67,0,1
10.0.2.159→52.134.84.162,10.0.2.159,52.134.84.162,3,0.0,1.3021,3,7257.33,0,1
10.0.2.16→52.75.67.202,10.0.2.16,52.75.67.202,4,0.0,2.9882,4,8920.0,0,1
10.0.2.16→52.220.176.136,10.0.2.16,52.220.176.136,3,0.0,5.035,3,14044.0,0,1
10.0.2.16→52.185.69.232,10.0.2.16,52.185.69.232,3,0.0,0.9765,2,4206.0,0,1
10.0.2.159→52.38.211.174,10.0.2.159,52.38.211.174,3,0.0,4.101,2,11653.33,0,1
10.0.2.161→52.49.47.194,10.0.2.161,52.49.47.194,3,0.0,6.542,1,15966.33,0,1
10.0.2.161→52.186.186.152,10.0.2.161,52.186.186.152,3,0.0,1.3896,2,14010.67,0,1
10.0.2.160→52.201.81.222,10.0.2.160,52.201.81.222,3,0.0,8.2659,2,20596.67,0,1
10.0.2.160→52.201.72.99,10.0.2.160,52.201.72.99,4,0.0,7.0316,3,9567.0,0,1
10.0.2.152→52.101.146.63,10.0.2.152,52.101.146.63,3,0.0,3.0775,3,28804.0,0,1
192.168.1.240→52.143.146.240,192.168.1.240,52.143.146.240,3,0.0,1.4314,2,13526.33,0,1
192.168.1.24→52.67.61.32,192.168.1.24,52.67.61.32,3,0.0,1.0457,2,6962.67,0,1
192.168.1.24→52.50.76.131,192.168.1.24,52.50.76.131,3,0.0,2.45,3,11617.0,0,1
192.168.1.24→52.147.198.242,192.168.1.24,52.147.198.242,5,0.0,2.5561,5,3783.0,0,1
192.168.1.239→52.176.238.203,192.168.1.239,52.176.238.203,3,0.0,1.4917,3,4440.0,0,1
10.0.2.154→52.171.189.219,10.0.2.154,52.171.189.219,3,0.0,2.1409,2,22439.33,0,1
10.0.2.154→52.167.244.25,10.0.2.154,52.167.244.25,3,0.0,1.9933,3,14858.67,0,1
10.0.2.154→52.140.174.236,10.0.2.154,52.140.174.236,3,0.0,3.1082,3,50014.0,0,1
10.0.2.153→52.81.92.222,10.0.2.153,52.81.92.222,3,0.0,5.153,2,15191.67,0,1
10.0.2.152→52.53.67.60,10.0.2.152,52.53.67.60,3,0.0,0.8318,2,26444.67,0,1
10.0.2.155→52.8.0.126,10.0.2.155,52.8.0.126,3,0.0,3.1142,1,17219.67,0,1
10.0.2.155→52.174.33.8,10.0.2.155,52.174.33.8,3,0.0,11.5504,2,12696.33,0,1
10.0.2.154→52.228.185.53,10.0.2.154,52.228.185.53,3,0.0,4.9961,3,33326.33,0,1
10.0.2.157→52.221.252.23,10.0.2.157,52.221.252.23,3,0.0,0.6537,2,13697.33,0,1
10.0.2.156→52.80.175.120,10.0.2.156,52.80.175.120,4,0.0,3.3548,4,15992.5,0,1
10.0.2.142→52.107.81.230,10.0.2.142,52.107.81.230,3,0.0,0.8175,2,27247.67,0,1
192.168.1.242→52.5.206.13,192.168.1.242,52.5.206.13,3,0.0,1.0567,1,23016.67,0,1
192.168.1.241→52.204.28.79,192.168.1.241,52.204.28.79,3,0.0,4.5407,2,5302.33,0,1
10.0.2.146→52.0.254.206,10.0.2.146,52.0.254.206,4,0.0,10.0457,3,4102.25,0,1
10.0.2.145→52.192.87.108,10.0.2.145,52.192.87.108,7,0.0,1.898,4,13803.57,0,1
10.0.2.144→52.220.176.136,10.0.2.144,52.220.176.136,3,0.0,1.7991,3,13539.33,0,1
10.0.2.144→52.140.245.52,10.0.2.144,52.140.245.52,6,0.0,6.1354,4,17383.5,0,1
10.0.2.143→52.230.214.105,10.0.2.143,52.230.214.105,3,0.0,6.3133,1,4725.33,0,1
10.0.2.147→52.172.189.147,10.0.2.147,52.172.189.147,3,0.0,5.0323,1,1633.67,0,1
10.0.2.147→52.154.51.29,10.0.2.147,52.154.51.29,3,0.0,14.7742,3,15076.33,0,1
10.0.2.146→52.71.3.212,10.0.2.146,52.71.3.212,4,0.0,2.6939,3,40123.5,0,1
10.0.2.150→52.101.146.63,10.0.2.150,52.101.146.63,3,0.0,2.7176,2,83635.33,0,1
10.0.2.15→52.220.176.136,10.0.2.15,52.220.176.136,3,0.0,1.1074,2,13454.33,0,1
10.0.2.148→52.220.176.136,10.0.2.148,52.220.176.136,3,0.0,5.2928,2,13210.0,0,1
10.0.2.152→52.182.151.72,10.0.2.152,52.182.151.72,5,0.0,1.0965,2,11034.0,0,1
192.168.1.244→52.76.232.41,192.168.1.244,52.76.232.41,4,0.0,2.3392,3,10970.5,0,1
192.168.1.244→52.21.247.25,192.168.1.244,52.21.247.25,3,0.0,1.5014,1,13622.0,0,1
192.168.1.243→52.166.83.171,192.168.1.243,52.166.83.171,3,0.0,0.7599,1,57277.33,0,1
192.168.1.243→52.160.200.17,192.168.1.243,52.160.200.17,3,0.0,7.3157,2,4636.67,0,1
10.0.2.138→52.3.1.64,10.0.2.138,52.3.1.64,3,0.0,41.3275,3,40128.0,0,1
10.0.2.14→52.146.179.54,10.0.2.14,52.146.179.54,3,0.0,1.8301,1,10319.67,0,1
10.0.2.14→52.124.197.123,10.0.2.14,52.124.197.123,3,0.0,1.495,2,26888.0,0,1
10.0.2.14→52.101.146.63,10.0.2.14,52.101.146.63,3,0.0,7.6386,0,159589.33,0,1
10.0.2.139→52.76.232.41,10.0.2.139,52.76.232.41,3,0.0,1.1913,1,4347.67,0,1
10.0.2.140→52.224.115.122,10.0.2.140,52.224.115.122,3,0.0,3.5592,3,72262.0,0,1
10.0.2.140→52.185.69.232,10.0.2.140,52.185.69.232,3,0.0,1.0993,2,12140.0,0,1
10.0.2.14→52.26.80.173,10.0.2.14,52.26.80.173,3,0.0,3.4052,2,33830.33,0,1
10.0.2.143→52.188.223.168,10.0.2.143,52.188.223.168,3,0.0,16.6597,1,5633.67,0,1
10.0.2.143→52.148.111.138,10.0.2.143,52.148.111.138,4,0.0,0.8633,4,19801.5,0,1
10.0.2.142→52.93.117.242,10.0.2.142,52.93.117.242,3,0.0,0.99,3,12368.67,0,1
10.0.2.142→52.57.181.115,10.0.2.142,52.57.181.115,3,0.0,4.9114,3,29004.0,0,1
10.0.2.130→52.32.245.196,10.0.2.130,52.32.245.196,4,0.0,2.2359,4,20186.75,0,1
10.0.2.130→52.3.1.64,10.0.2.130,52.3.1.64,5,0.0,0.9084,2,34479.4,0,1
192.168.1.247→52.177.52.176,192.168.1.247,52.177.52.176,3,0.0,1.5442,3,6487.67,0,1
192.168.1.246→52.128.244.174,192.168.1.246,52.128.244.174,3,0.0,2.3741,2,3895.0,0,1
10.0.2.133→52.67.61.32,10.0.2.133,52.67.61.32,3,0.0,0.6443,3,18565.33,0,1
10.0.2.131→52.50.76.131,10.0.2.131,52.50.76.131,3,0.0,28.0023,2,14731.33,0,1
10.0.2.135→52.26.80.173,10.0.2.135,52.26.80.173,3,0.0,0.9688,3,43331.67,0,1
10.0.2.135→52.239.190.50,10.0.2.135,52.239.190.50,3,0.0,4.4249,2,48897.33,0,1
10.0.2.135→52.222.87.127,10.0.2.135,52.222.87.127,4,0.0,2.7006,2,5263.0,0,1
10.0.2.135→52.158.10.202,10.0.2.135,52.158.10.202,4,0.0,2.098,1,7936.75,0,1
10.0.2.134→52.44.85.247,10.0.2.134,52.44.85.247,3,0.0,0.55,2,60739.33,0,1
10.0.2.133→52.71.3.212,10.0.2.133,52.71.3.212,3,0.0,3.7388,3,20755.0,0,1
10.0.2.137→52.38.211.174,10.0.2.137,52.38.211.174,3,0.0,0.7824,1,22913.0,0,1
10.0.2.136→52.34.104.238,10.0.2.136,52.34.104.238,3,0.0,5.5479,2,13709.67,0,1
10.0.2.136→52.32.188.192,10.0.2.136,52.32.188.192,3,0.0,6.6159,2,48984.67,0,1
10.0.2.136→52.11.88.252,10.0.2.136,52.11.88.252,3,0.0,1.0169,3,15775.33,0,1
10.0.2.126→52.166.83.171,10.0.2.126,52.166.83.171,3,0.0,3.3752,2,10735.0,0,1
192.168.1.248→52.46.218.32,192.168.1.248,52.46.218.32,3,0.0,3.8434,3,17031.67,0,1
192.168.1.247→52.8.74.82,192.168.1.247,52.8.74.82,4,0.0,4.3704,3,18474.5,0,1
10.0.2.128→52.71.3.212,10.0.2.128,52.71.3.212,3,0.0,2.4989,3,16892.67,0,1
10.0.2.128→52.235.58.175,10.0.2.128,52.235.58.175,3,0.0,2.7428,2,6406.33,0,1
10.0.2.128→52.158.75.62,10.0.2.128,52.158.75.62,3,0.0,3.8379,3,8398.0,0,1
10.0.2.127→52.98.120.54,10.0.2.127,52.98.120.54,3,0.0,0.6336,1,11723.0,0,1
