sax_word,sax_symbol_cv,sax_acf_peak,sax_motif_fraction,sax_passes,n_observations,pair_id,src_ip,dst_ip,sax_prescreen_pass
,,0.0,0.0,False,4,10.0.3.18→52.133.65.155,10.0.3.18,52.133.65.155,False
,,0.0,0.0,False,4,10.0.3.143→52.64.251.121,10.0.3.143,52.64.251.121,False
,,0.0,0.0,False,4,10.0.2.42→52.8.74.82,10.0.2.42,52.8.74.82,False
,,0.0,0.0,False,4,10.0.3.18→52.229.178.142,10.0.3.18,52.229.178.142,False
,,0.0,0.0,False,4,192.168.1.235→52.139.72.252,192.168.1.235,52.139.72.252,False
,,0.0,0.0,False,4,10.0.3.18→52.43.87.64,10.0.3.18,52.43.87.64,False
,,0.0,0.0,False,4,192.168.1.237→52.11.88.252,192.168.1.237,52.11.88.252,False
,,0.0,0.0,False,4,10.0.1.27→52.50.76.131,10.0.1.27,52.50.76.131,False
,,0.0,0.0,False,4,192.168.1.237→52.167.244.25,192.168.1.237,52.167.244.25,False
,,0.0,0.0,False,4,10.0.2.182→52.92.2.15,10.0.2.182,52.92.2.15,False
,,0.0,0.0,False,4,10.0.1.37→52.1.72.72,10.0.1.37,52.1.72.72,False
,,0.0,0.0,False,4,10.0.2.48→52.159.83.2,10.0.2.48,52.159.83.2,False
,,0.0,0.0,False,4,192.168.1.239→52.143.143.211,192.168.1.239,52.143.143.211,False
,,0.0,0.0,False,4,192.168.1.239→52.155.94.39,192.168.1.239,52.155.94.39,False
,,0.0,0.0,False,4,192.168.1.17→52.87.90.12,192.168.1.17,52.87.90.12,False
,,0.0,0.0,False,4,10.0.2.148→52.19.247.51,10.0.2.148,52.19.247.51,False
,,0.0,0.0,False,4,10.0.1.31→52.201.72.99,10.0.1.31,52.201.72.99,False
,,0.0,0.0,False,4,10.0.1.232→52.180.116.96,10.0.1.232,52.180.116.96,False
,,0.0,0.0,False,4,192.168.1.24→52.221.39.114,192.168.1.24,52.221.39.114,False
,,0.0,0.0,False,4,10.0.1.231→52.230.214.105,10.0.1.231,52.230.214.105,False
,,0.0,0.0,False,4,10.0.3.145→52.21.223.241,10.0.3.145,52.21.223.241,False
,,0.0,0.0,False,4,10.0.3.145→52.67.176.79,10.0.3.145,52.67.176.79,False
,,0.0,0.0,False,4,10.0.2.164→52.74.193.127,10.0.2.164,52.74.193.127,False
,,0.0,0.0,False,4,10.0.1.27→52.13.106.232,10.0.1.27,52.13.106.232,False
,,0.0,0.0,False,4,192.168.1.242→52.107.17.86,192.168.1.242,52.107.17.86,False
,,0.0,0.0,False,4,192.168.1.242→52.125.99.159,192.168.1.242,52.125.99.159,False
,,0.0,0.0,False,4,10.0.2.164→52.71.3.212,10.0.2.164,52.71.3.212,False
,,0.0,0.0,False,4,10.0.1.26→52.36.7.21,10.0.1.26,52.36.7.21,False
,,0.0,0.0,False,4,10.0.3.146→52.155.94.39,10.0.3.146,52.155.94.39,False
,,0.0,0.0,False,4,192.168.1.19→52.164.235.44,192.168.1.19,52.164.235.44,False
,,0.0,0.0,False,4,10.0.1.23→52.117.49.45,10.0.1.23,52.117.49.45,False
,,0.0,0.0,False,4,192.168.1.244→52.76.232.41,192.168.1.244,52.76.232.41,False
,,0.0,0.0,False,4,192.168.1.245→52.210.80.58,192.168.1.245,52.210.80.58,False
,,0.0,0.0,False,4,10.0.3.182→52.94.168.172,10.0.3.182,52.94.168.172,False
,,0.0,0.0,False,4,10.0.2.9→52.160.200.17,10.0.2.9,52.160.200.17,False
,,0.0,0.0,False,4,192.168.1.19→52.230.214.105,192.168.1.19,52.230.214.105,False
,,0.0,0.0,False,4,10.0.3.183→52.188.223.168,10.0.3.183,52.188.223.168,False
,,0.0,0.0,False,4,10.0.1.66→52.75.67.202,10.0.1.66,52.75.67.202,False
,,0.0,0.0,False,4,192.168.1.247→52.163.173.65,192.168.1.247,52.163.173.65,False
,,0.0,0.0,False,4,10.0.3.184→52.219.227.101,10.0.3.184,52.219.227.101,False
,,0.0,0.0,False,4,192.168.1.247→52.219.23.155,192.168.1.247,52.219.23.155,False
,,0.0,0.0,False,4,192.168.1.247→52.8.74.82,192.168.1.247,52.8.74.82,False
,,0.0,0.0,False,4,10.0.3.147→52.219.23.155,10.0.3.147,52.219.23.155,False
,,0.0,0.0,False,4,10.0.1.66→52.67.176.79,10.0.1.66,52.67.176.79,False
,,0.0,0.0,False,4,10.0.3.186→52.107.81.230,10.0.3.186,52.107.81.230,False
,,0.0,0.0,False,4,10.0.1.228→52.93.117.242,10.0.1.228,52.93.117.242,False
,,0.0,0.0,False,4,192.168.1.172→52.154.209.186,192.168.1.172,52.154.209.186,False
,,0.0,0.0,False,4,10.0.1.253→52.253.119.40,10.0.1.253,52.253.119.40,False
,,0.0,0.0,False,4,10.0.2.146→52.71.3.212,10.0.2.146,52.71.3.212,False
,,0.0,0.0,False,4,10.0.2.146→52.0.254.206,10.0.2.146,52.0.254.206,False
,,0.0,0.0,False,4,192.168.1.25→52.49.47.194,192.168.1.25,52.49.47.194,False
,,0.0,0.0,False,4,10.0.2.73→52.240.150.150,10.0.2.73,52.240.150.150,False
,,0.0,0.0,False,4,10.0.3.187→52.154.209.186,10.0.3.187,52.154.209.186,False
,,0.0,0.0,False,4,10.0.1.253→52.225.14.219,10.0.1.253,52.225.14.219,False
,,0.0,0.0,False,4,10.0.2.232→52.94.10.111,10.0.2.232,52.94.10.111,False
,,0.0,0.0,False,4,10.0.1.60→52.28.159.175,10.0.1.60,52.28.159.175,False
,,0.0,0.0,False,4,10.0.2.164→52.5.206.13,10.0.2.164,52.5.206.13,False
,,0.0,0.0,False,4,10.0.2.160→52.201.72.99,10.0.2.160,52.201.72.99,False
,,0.0,0.0,False,4,192.168.1.191→52.28.159.175,192.168.1.191,52.28.159.175,False
,,0.0,0.0,False,4,10.0.3.188→52.92.5.8,10.0.3.188,52.92.5.8,False
,,0.0,0.0,False,4,10.0.3.189→52.1.72.72,10.0.3.189,52.1.72.72,False
,,0.0,0.0,False,4,10.0.1.227→52.43.33.26,10.0.1.227,52.43.33.26,False
,,0.0,0.0,False,4,192.168.1.252→52.13.106.232,192.168.1.252,52.13.106.232,False
,,0.0,0.0,False,4,10.0.3.15→52.233.49.105,10.0.3.15,52.233.49.105,False
,,0.0,0.0,False,4,10.0.3.19→52.208.131.213,10.0.3.19,52.208.131.213,False
,,0.0,0.0,False,4,10.0.2.225→52.174.33.8,10.0.2.225,52.174.33.8,False
,,0.0,0.0,False,4,10.0.2.164→52.222.87.127,10.0.2.164,52.222.87.127,False
,,0.0,0.0,False,4,10.0.3.150→52.171.189.219,10.0.3.150,52.171.189.219,False
,,0.0,0.0,False,4,10.0.2.225→52.11.88.252,10.0.2.225,52.11.88.252,False
,,0.0,0.0,False,4,192.168.1.192→52.190.26.88,192.168.1.192,52.190.26.88,False
,,0.0,0.0,False,4,192.168.1.252→52.82.73.198,192.168.1.252,52.82.73.198,False
,,0.0,0.0,False,4,10.0.2.54→52.57.86.157,10.0.2.54,52.57.86.157,False
,,0.0,0.0,False,4,10.0.2.67→52.107.17.86,10.0.2.67,52.107.17.86,False
,,0.0,0.0,False,4,10.0.3.100→52.207.69.39,10.0.3.100,52.207.69.39,False
,,0.0,0.0,False,4,10.0.2.143→52.148.111.138,10.0.2.143,52.148.111.138,False
,,0.0,0.0,False,4,10.0.1.224→52.252.240.238,10.0.1.224,52.252.240.238,False
,,0.0,0.0,False,4,192.168.1.192→52.201.72.99,192.168.1.192,52.201.72.99,False
,,0.0,0.0,False,4,10.0.3.150→52.176.163.85,10.0.3.150,52.176.163.85,False
,,0.0,0.0,False,4,10.0.1.252→52.239.190.50,10.0.1.252,52.239.190.50,False
,,0.0,0.0,False,4,192.168.1.26→52.128.244.174,192.168.1.26,52.128.244.174,False
,,0.0,0.0,False,4,192.168.1.26→52.139.72.252,192.168.1.26,52.139.72.252,False
,,0.0,0.0,False,4,192.168.1.26→52.188.223.168,192.168.1.26,52.188.223.168,False
,,0.0,0.0,False,4,192.168.1.193→52.125.177.168,192.168.1.193,52.125.177.168,False
,,0.0,0.0,False,4,10.0.3.191→52.121.235.85,10.0.3.191,52.121.235.85,False
,,0.0,0.0,False,4,192.168.1.193→52.18.241.144,192.168.1.193,52.18.241.144,False
,,0.0,0.0,False,4,10.0.2.224→52.219.227.101,10.0.2.224,52.219.227.101,False
,,0.0,0.0,False,4,10.0.1.36→52.73.192.243,10.0.1.36,52.73.192.243,False
,,0.0,0.0,False,4,10.0.2.141→52.210.193.207,10.0.2.141,52.210.193.207,False
,,0.0,0.0,False,4,192.168.1.28→52.207.69.39,192.168.1.28,52.207.69.39,False
,,0.0,0.0,False,4,10.0.3.192→52.0.254.206,10.0.3.192,52.0.254.206,False
,,0.0,0.0,False,4,10.0.1.223→52.101.146.63,10.0.1.223,52.101.146.63,False
,,0.0,0.0,False,4,192.168.1.163→52.143.146.240,192.168.1.163,52.143.146.240,False
,,0.0,0.0,False,4,10.0.1.66→52.146.84.103,10.0.1.66,52.146.84.103,False
,,0.0,0.0,False,4,10.0.3.192→52.50.76.131,10.0.3.192,52.50.76.131,False
,,0.0,0.0,False,4,192.168.1.194→52.26.80.173,192.168.1.194,52.26.80.173,False
,,0.0,0.0,False,4,10.0.1.222→52.88.13.186,10.0.1.222,52.88.13.186,False
,,0.0,0.0,False,4,192.168.1.173→52.125.177.168,192.168.1.173,52.125.177.168,False
,,0.0,0.0,False,4,10.0.1.222→52.225.14.219,10.0.1.222,52.225.14.219,False
,,0.0,0.0,False,4,192.168.1.173→52.146.179.54,192.168.1.173,52.146.179.54,False
,,0.0,0.0,False,4,10.0.3.193→52.48.103.109,10.0.3.193,52.48.103.109,False
,,0.0,0.0,False,4,10.0.3.193→52.68.177.170,10.0.3.193,52.68.177.170,False
,,0.0,0.0,False,4,192.168.1.30→52.208.131.213,192.168.1.30,52.208.131.213,False
,,0.0,0.0,False,4,10.0.1.222→52.0.254.206,10.0.1.222,52.0.254.206,False
,,0.0,0.0,False,4,192.168.1.31→52.117.191.81,192.168.1.31,52.117.191.81,False
,,0.0,0.0,False,4,10.0.2.140→52.43.87.64,10.0.2.140,52.43.87.64,False
,,0.0,0.0,False,4,10.0.1.221→52.186.186.152,10.0.1.221,52.186.186.152,False
,,0.0,0.0,False,4,192.168.1.173→52.34.104.238,192.168.1.173,52.34.104.238,False
,,0.0,0.0,False,4,192.168.1.33→52.43.87.64,192.168.1.33,52.43.87.64,False
,,0.0,0.0,False,4,10.0.3.194→52.174.33.8,10.0.3.194,52.174.33.8,False
,,0.0,0.0,False,4,192.168.1.196→52.253.119.40,192.168.1.196,52.253.119.40,False
,,0.0,0.0,False,4,192.168.1.197→52.125.99.159,192.168.1.197,52.125.99.159,False
,,0.0,0.0,False,4,10.0.2.16→52.75.67.202,10.0.2.16,52.75.67.202,False
,,0.0,0.0,False,4,10.0.1.220→52.92.2.15,10.0.1.220,52.92.2.15,False
,,0.0,0.0,False,4,192.168.1.197→52.230.214.105,192.168.1.197,52.230.214.105,False
,,0.0,0.0,False,4,192.168.1.34→52.97.123.59,192.168.1.34,52.97.123.59,False
,,0.0,0.0,False,4,192.168.1.197→52.74.84.106,192.168.1.197,52.74.84.106,False
,,0.0,0.0,False,4,10.0.3.138→52.5.206.13,10.0.3.138,52.5.206.13,False
,,0.0,0.0,False,4,10.0.3.152→52.185.69.232,10.0.3.152,52.185.69.232,False
,,0.0,0.0,False,4,10.0.2.232→52.1.72.72,10.0.2.232,52.1.72.72,False
,,0.0,0.0,False,4,10.0.3.195→52.250.188.94,10.0.3.195,52.250.188.94,False
,,0.0,0.0,False,4,192.168.1.36→52.143.143.211,192.168.1.36,52.143.143.211,False
,,0.0,0.0,False,4,10.0.2.181→52.215.173.59,10.0.2.181,52.215.173.59,False
,,0.0,0.0,False,4,10.0.3.195→52.8.0.126,10.0.3.195,52.8.0.126,False
,,0.0,0.0,False,4,192.168.1.37→52.214.107.150,192.168.1.37,52.214.107.150,False
,,0.0,0.0,False,4,10.0.1.22→52.158.10.202,10.0.1.22,52.158.10.202,False
,,0.0,0.0,False,4,10.0.2.16→52.182.151.72,10.0.2.16,52.182.151.72,False
,,0.0,0.0,False,4,10.0.3.196→52.154.209.186,10.0.3.196,52.154.209.186,False
,,0.0,0.0,False,4,192.168.1.38→52.123.82.136,192.168.1.38,52.123.82.136,False
,,0.0,0.0,False,4,10.0.1.219→52.208.131.213,10.0.1.219,52.208.131.213,False
,,0.0,0.0,False,4,10.0.2.40→52.30.193.176,10.0.2.40,52.30.193.176,False
,,0.0,0.0,False,4,192.168.1.198→52.235.108.193,192.168.1.198,52.235.108.193,False
,,0.0,0.0,False,4,192.168.1.38→52.74.193.127,192.168.1.38,52.74.193.127,False
,,0.0,0.0,False,4,10.0.1.218→52.227.96.208,10.0.1.218,52.227.96.208,False
,,0.0,0.0,False,4,10.0.1.218→52.18.241.144,10.0.1.218,52.18.241.144,False
,,0.0,0.0,False,4,192.168.1.198→52.30.169.56,192.168.1.198,52.30.169.56,False
,,0.0,0.0,False,4,10.0.2.168→52.35.45.71,10.0.2.168,52.35.45.71,False
,,0.0,0.0,False,4,192.168.1.39→52.93.78.128,192.168.1.39,52.93.78.128,False
,,0.0,0.0,False,4,192.168.1.198→52.57.86.157,192.168.1.198,52.57.86.157,False
,,0.0,0.0,False,4,192.168.1.4→52.163.245.96,192.168.1.4,52.163.245.96,False
,,0.0,0.0,False,4,10.0.3.198→52.34.104.238,10.0.3.198,52.34.104.238,False
,,0.0,0.0,False,4,192.168.1.40→52.153.75.156,192.168.1.40,52.153.75.156,False
,,0.0,0.0,False,4,192.168.1.40→52.73.192.243,192.168.1.40,52.73.192.243,False
,,0.0,0.0,False,4,10.0.1.250→52.228.185.53,10.0.1.250,52.228.185.53,False
,,0.0,0.0,False,4,10.0.3.102→52.176.238.203,10.0.3.102,52.176.238.203,False
,,0.0,0.0,False,4,10.0.2.40→52.0.241.24,10.0.2.40,52.0.241.24,False
,,0.0,0.0,False,4,10.0.2.238→52.87.62.4,10.0.2.238,52.87.62.4,False
,,0.0,0.0,False,4,192.168.1.199→52.214.107.150,192.168.1.199,52.214.107.150,False
,,0.0,0.0,False,4,10.0.3.102→52.204.28.79,10.0.3.102,52.204.28.79,False
,,0.0,0.0,False,4,10.0.2.139→52.233.3.152,10.0.2.139,52.233.3.152,False
,,0.0,0.0,False,4,10.0.3.199→52.94.10.111,10.0.3.199,52.94.10.111,False
,,0.0,0.0,False,4,10.0.1.25→52.32.245.196,10.0.1.25,52.32.245.196,False
,,0.0,0.0,False,4,10.0.2.88→52.67.61.32,10.0.2.88,52.67.61.32,False
,,0.0,0.0,False,4,192.168.1.43→52.26.80.173,192.168.1.43,52.26.80.173,False
,,0.0,0.0,False,4,10.0.3.2→52.136.236.42,10.0.3.2,52.136.236.42,False
,,0.0,0.0,False,4,10.0.3.155→52.88.101.137,10.0.3.155,52.88.101.137,False
,,0.0,0.0,False,4,10.0.2.138→52.5.206.13,10.0.2.138,52.5.206.13,False
,,0.0,0.0,False,4,192.168.1.44→52.157.153.194,192.168.1.44,52.157.153.194,False
,,0.0,0.0,False,4,10.0.2.220→52.221.39.114,10.0.2.220,52.221.39.114,False
,,0.0,0.0,False,4,192.168.1.174→52.155.94.39,192.168.1.174,52.155.94.39,False
,,0.0,0.0,False,4,10.0.2.46→52.240.94.101,10.0.2.46,52.240.94.101,False
,,0.0,0.0,False,4,10.0.1.25→52.164.235.44,10.0.1.25,52.164.235.44,False
,,0.0,0.0,False,4,10.0.3.102→52.216.254.66,10.0.3.102,52.216.254.66,False
,,0.0,0.0,False,4,10.0.3.156→52.53.67.60,10.0.3.156,52.53.67.60,False
,,0.0,0.0,False,4,192.168.1.45→52.10.55.130,192.168.1.45,52.10.55.130,False
,,0.0,0.0,False,4,10.0.2.137→52.75.141.226,10.0.2.137,52.75.141.226,False
,,0.0,0.0,False,4,10.0.2.46→52.233.3.152,10.0.2.46,52.233.3.152,False
,,0.0,0.0,False,4,10.0.3.200→52.18.241.144,10.0.3.200,52.18.241.144,False
,,0.0,0.0,False,4,10.0.1.212→52.235.62.247,10.0.1.212,52.235.62.247,False
,,0.0,0.0,False,4,192.168.1.2→52.98.120.54,192.168.1.2,52.98.120.54,False
,,0.0,0.0,False,4,192.168.1.47→52.220.176.136,192.168.1.47,52.220.176.136,False
,,0.0,0.0,False,4,10.0.1.3→52.87.90.12,10.0.1.3,52.87.90.12,False
,,0.0,0.0,False,4,10.0.1.210→52.74.84.106,10.0.1.210,52.74.84.106,False
,,0.0,0.0,False,4,192.168.1.20→52.156.105.203,192.168.1.20,52.156.105.203,False
,,0.0,0.0,False,4,10.0.2.65→52.176.163.85,10.0.2.65,52.176.163.85,False
,,0.0,0.0,False,4,10.0.2.53→52.117.191.81,10.0.2.53,52.117.191.81,False
,,0.0,0.0,False,4,10.0.3.201→52.21.162.44,10.0.3.201,52.21.162.44,False
,,0.0,0.0,False,4,192.168.1.20→52.220.160.138,192.168.1.20,52.220.160.138,False
,,0.0,0.0,False,4,10.0.2.231→52.165.62.22,10.0.2.231,52.165.62.22,False
,,0.0,0.0,False,4,192.168.1.5→52.57.181.115,192.168.1.5,52.57.181.115,False
,,0.0,0.0,False,4,192.168.1.20→52.30.172.174,192.168.1.20,52.30.172.174,False
,,0.0,0.0,False,4,192.168.1.50→52.124.197.123,192.168.1.50,52.124.197.123,False
,,0.0,0.0,False,4,10.0.2.22→52.93.117.242,10.0.2.22,52.93.117.242,False
,,0.0,0.0,False,4,10.0.3.202→52.49.47.194,10.0.3.202,52.49.47.194,False
,,0.0,0.0,False,4,10.0.1.21→52.46.218.32,10.0.1.21,52.46.218.32,False
,,0.0,0.0,False,4,192.168.1.20→52.36.7.21,192.168.1.20,52.36.7.21,False
,,0.0,0.0,False,4,10.0.3.203→52.92.5.8,10.0.3.203,52.92.5.8,False
,,0.0,0.0,False,4,192.168.1.164→52.31.1.167,192.168.1.164,52.31.1.167,False
,,0.0,0.0,False,4,10.0.3.204→52.123.99.233,10.0.3.204,52.123.99.233,False
,,0.0,0.0,False,4,192.168.1.200→52.133.65.155,192.168.1.200,52.133.65.155,False
,,0.0,0.0,False,4,192.168.1.174→52.235.58.175,192.168.1.174,52.235.58.175,False
,,0.0,0.0,False,4,10.0.3.206→52.219.23.155,10.0.3.206,52.219.23.155,False
,,0.0,0.0,False,4,10.0.3.90→52.214.107.150,10.0.3.90,52.214.107.150,False
,,0.0,0.0,False,4,10.0.2.231→52.155.94.39,10.0.2.231,52.155.94.39,False
,,0.0,0.0,False,4,192.168.1.53→52.95.236.200,192.168.1.53,52.95.236.200,False
,,0.0,0.0,False,4,10.0.1.21→52.34.104.238,10.0.1.21,52.34.104.238,False
,,0.0,0.0,False,4,10.0.2.136→52.224.115.122,10.0.2.136,52.224.115.122,False
,,0.0,0.0,False,4,10.0.3.208→52.225.14.219,10.0.3.208,52.225.14.219,False
,,0.0,0.0,False,4,10.0.2.136→52.0.241.24,10.0.2.136,52.0.241.24,False
,,0.0,0.0,False,4,10.0.2.4→52.146.84.103,10.0.2.4,52.146.84.103,False
,,0.0,0.0,False,4,10.0.3.102→52.88.13.186,10.0.3.102,52.88.13.186,False
,,0.0,0.0,False,4,192.168.1.56→52.36.7.21,192.168.1.56,52.36.7.21,False
,,0.0,0.0,False,4,10.0.1.209→52.219.227.101,10.0.1.209,52.219.227.101,False
,,0.0,0.0,False,4,10.0.2.22→52.182.151.72,10.0.2.22,52.182.151.72,False
,,0.0,0.0,False,4,192.168.1.174→52.35.45.71,192.168.1.174,52.35.45.71,False
,,0.0,0.0,False,4,10.0.2.4→52.117.191.81,10.0.2.4,52.117.191.81,False
,,0.0,0.0,False,4,192.168.1.58→52.154.51.29,192.168.1.58,52.154.51.29,False
,,0.0,0.0,False,4,10.0.3.21→52.43.87.64,10.0.3.21,52.43.87.64,False
,,0.0,0.0,False,4,10.0.2.135→52.222.87.127,10.0.2.135,52.222.87.127,False
,,0.0,0.0,False,4,10.0.3.210→52.164.235.44,10.0.3.210,52.164.235.44,False
,,0.0,0.0,False,4,10.0.3.158→52.45.97.168,10.0.3.158,52.45.97.168,False
,,0.0,0.0,False,4,10.0.1.65→52.82.73.198,10.0.1.65,52.82.73.198,False
,,0.0,0.0,False,4,10.0.3.211→52.172.189.147,10.0.3.211,52.172.189.147,False
,,0.0,0.0,False,4,192.168.1.59→52.233.3.152,192.168.1.59,52.233.3.152,False
,,0.0,0.0,False,4,10.0.1.247→52.200.13.94,10.0.1.247,52.200.13.94,False
,,0.0,0.0,False,4,10.0.3.211→52.174.33.8,10.0.3.211,52.174.33.8,False
,,0.0,0.0,False,4,10.0.3.211→52.220.160.138,10.0.3.211,52.220.160.138,False
,,0.0,0.0,False,4,10.0.3.211→52.227.82.31,10.0.3.211,52.227.82.31,False
,,0.0,0.0,False,4,192.168.1.60→52.125.99.159,192.168.1.60,52.125.99.159,False
,,0.0,0.0,False,4,192.168.1.60→52.235.108.193,192.168.1.60,52.235.108.193,False
,,0.0,0.0,False,4,10.0.3.211→52.43.33.26,10.0.3.211,52.43.33.26,False
,,0.0,0.0,False,4,10.0.3.159→52.49.47.194,10.0.3.159,52.49.47.194,False
,,0.0,0.0,False,4,192.168.1.201→52.81.56.180,192.168.1.201,52.81.56.180,False
,,0.0,0.0,False,4,192.168.1.61→52.53.67.60,192.168.1.61,52.53.67.60,False
,,0.0,0.0,False,4,192.168.1.62→52.21.247.25,192.168.1.62,52.21.247.25,False
,,0.0,0.0,False,4,10.0.1.207→52.62.117.113,10.0.1.207,52.62.117.113,False
,,0.0,0.0,False,4,10.0.3.212→52.43.87.64,10.0.3.212,52.43.87.64,False
,,0.0,0.0,False,4,192.168.1.202→52.159.90.10,192.168.1.202,52.159.90.10,False
,,0.0,0.0,False,4,10.0.1.207→52.31.1.167,10.0.1.207,52.31.1.167,False
,,0.0,0.0,False,4,10.0.2.135→52.158.10.202,10.0.2.135,52.158.10.202,False
,,0.0,0.0,False,4,192.168.1.63→52.81.60.195,192.168.1.63,52.81.60.195,False
,,0.0,0.0,False,4,192.168.1.175→52.220.176.136,192.168.1.175,52.220.176.136,False
,,0.0,0.0,False,4,10.0.3.159→52.67.46.173,10.0.3.159,52.67.46.173,False
,,0.0,0.0,False,4,192.168.1.65→52.147.198.242,192.168.1.65,52.147.198.242,False
,,0.0,0.0,False,4,192.168.1.65→52.158.75.62,192.168.1.65,52.158.75.62,False
,,0.0,0.0,False,4,10.0.3.213→52.95.236.200,10.0.3.213,52.95.236.200,False
,,0.0,0.0,False,4,10.0.3.138→52.94.168.172,10.0.3.138,52.94.168.172,False
,,0.0,0.0,False,4,10.0.2.158→52.172.189.147,10.0.2.158,52.172.189.147,False
,,0.0,0.0,False,4,10.0.2.243→52.38.211.174,10.0.2.243,52.38.211.174,False
,,0.0,0.0,False,4,192.168.1.203→52.93.117.242,192.168.1.203,52.93.117.242,False
,,0.0,0.0,False,4,10.0.2.179→52.96.85.229,10.0.2.179,52.96.85.229,False
,,0.0,0.0,False,4,192.168.1.67→52.244.114.127,192.168.1.67,52.244.114.127,False
,,0.0,0.0,False,4,192.168.1.69→52.176.94.211,192.168.1.69,52.176.94.211,False
,,0.0,0.0,False,4,10.0.1.206→52.93.78.128,10.0.1.206,52.93.78.128,False
,,0.0,0.0,False,4,192.168.1.175→52.76.232.41,192.168.1.175,52.76.232.41,False
,,0.0,0.0,False,4,10.0.3.139→52.0.241.24,10.0.3.139,52.0.241.24,False
,,0.0,0.0,False,4,192.168.1.70→52.49.47.194,192.168.1.70,52.49.47.194,False
,,0.0,0.0,False,4,10.0.1.7→52.94.10.111,10.0.1.7,52.94.10.111,False
,,0.0,0.0,False,4,192.168.1.71→52.26.80.173,192.168.1.71,52.26.80.173,False
,,0.0,0.0,False,4,10.0.2.246→52.46.218.32,10.0.2.246,52.46.218.32,False
,,0.0,0.0,False,4,10.0.1.205→52.19.247.51,10.0.1.205,52.19.247.51,False
,,0.0,0.0,False,4,10.0.3.161→52.153.75.156,10.0.3.161,52.153.75.156,False
,,0.0,0.0,False,4,10.0.2.64→52.75.67.202,10.0.2.64,52.75.67.202,False
,,0.0,0.0,False,4,10.0.1.246→52.244.114.127,10.0.1.246,52.244.114.127,False
,,0.0,0.0,False,4,10.0.2.39→52.215.173.59,10.0.2.39,52.215.173.59,False
,,0.0,0.0,False,4,10.0.2.52→52.38.211.174,10.0.2.52,52.38.211.174,False
,,0.0,0.0,False,4,10.0.2.133→52.201.81.222,10.0.2.133,52.201.81.222,False
,,0.0,0.0,False,4,10.0.3.217→52.33.200.192,10.0.3.217,52.33.200.192,False
,,0.0,0.0,False,4,10.0.2.88→52.214.107.150,10.0.2.88,52.214.107.150,False
,,0.0,0.0,False,4,10.0.3.218→52.129.71.22,10.0.3.218,52.129.71.22,False
,,0.0,0.0,False,4,10.0.3.218→52.174.33.8,10.0.3.218,52.174.33.8,False
,,0.0,0.0,False,4,10.0.1.246→52.224.115.122,10.0.1.246,52.224.115.122,False
,,0.0,0.0,False,4,192.168.1.75→52.157.153.194,192.168.1.75,52.157.153.194,False
,,0.0,0.0,False,4,192.168.1.205→52.95.236.200,192.168.1.205,52.95.236.200,False
,,0.0,0.0,False,4,10.0.2.133→52.146.84.103,10.0.2.133,52.146.84.103,False
,,0.0,0.0,False,4,10.0.2.218→52.158.10.202,10.0.2.218,52.158.10.202,False
,,0.0,0.0,False,4,10.0.1.203→52.91.195.142,10.0.1.203,52.91.195.142,False
,,0.0,0.0,False,4,10.0.2.52→52.36.7.21,10.0.2.52,52.36.7.21,False
,,0.0,0.0,False,4,10.0.2.52→52.35.45.71,10.0.2.52,52.35.45.71,False
,,0.0,0.0,False,4,10.0.2.38→52.35.45.71,10.0.2.38,52.35.45.71,False
,,0.0,0.0,False,4,10.0.3.220→52.124.197.123,10.0.3.220,52.124.197.123,False
,,0.0,0.0,False,4,10.0.2.45→52.28.159.175,10.0.2.45,52.28.159.175,False
,,0.0,0.0,False,4,10.0.2.217→52.75.67.202,10.0.2.217,52.75.67.202,False
,,0.0,0.0,False,4,192.168.1.77→52.128.244.174,192.168.1.77,52.128.244.174,False
,,0.0,0.0,False,4,10.0.1.202→52.75.205.84,10.0.1.202,52.75.205.84,False
,,0.0,0.0,False,4,192.168.1.77→52.171.189.219,192.168.1.77,52.171.189.219,False
,,0.0,0.0,False,4,10.0.2.131→52.121.235.85,10.0.2.131,52.121.235.85,False
,,0.0,0.0,False,4,10.0.2.131→52.107.81.230,10.0.2.131,52.107.81.230,False
,,0.0,0.0,False,4,192.168.1.206→52.167.244.25,192.168.1.206,52.167.244.25,False
,,0.0,0.0,False,4,192.168.1.79→52.5.206.13,192.168.1.79,52.5.206.13,False
,,0.0,0.0,False,4,10.0.1.244→52.73.192.243,10.0.1.244,52.73.192.243,False
,,0.0,0.0,False,4,192.168.1.79→52.97.123.59,192.168.1.79,52.97.123.59,False
,,0.0,0.0,False,4,192.168.1.79→52.98.120.54,192.168.1.79,52.98.120.54,False
,,0.0,0.0,False,4,10.0.3.221→52.50.76.131,10.0.3.221,52.50.76.131,False
,,0.0,0.0,False,4,10.0.1.29→52.148.111.138,10.0.1.29,52.148.111.138,False
,,0.0,0.0,False,4,192.168.1.207→52.190.26.88,192.168.1.207,52.190.26.88,False
,,0.0,0.0,False,4,10.0.1.201→52.45.97.168,10.0.1.201,52.45.97.168,False
,,0.0,0.0,False,4,10.0.3.222→52.239.190.50,10.0.3.222,52.239.190.50,False
,,0.0,0.0,False,4,10.0.1.55→52.43.170.188,10.0.1.55,52.43.170.188,False
,,0.0,0.0,False,4,10.0.3.162→52.117.73.22,10.0.3.162,52.117.73.22,False
,,0.0,0.0,False,4,192.168.1.208→52.123.82.136,192.168.1.208,52.123.82.136,False
